0,98,0
1,118,0
2,128,0
3,141,0
4,155,0
5,178,0
6,193,0
7,208,0
8,221,0
9,234,0
10,254,0
11,275,0
12,287,0
13,301,0
14,318,0
15,343,0
16,367,0
17,380,0
18,397,0
19,416,0
20,431,0
21,450,0
22,482,0
23,506,0
24,531,0
25,560,0
26,583,0
27,603,0
28,631,0
29,650,0
30,663,0
31,681,0
32,701,0
33,721,0
34,736,0
35,759,0
36,770,0
37,786,0
38,805,0
39,824,0
40,832,0
41,846,0
42,854,0
43,866,0
44,876,0
45,884,0
46,895,0
47,906,0
48,918,0
49,926,0
0,98,1
1,110,1
2,118,1
3,131,1
4,143,1
5,160,1
6,172,1
7,186,1
8,204,1
9,221,1
10,237,1
11,252,1
12,270,1
13,288,1
14,310,1
15,332,1
16,354,1
17,371,1
18,392,1
19,412,1
20,429,1
21,448,1
22,471,1
23,497,1
24,522,1
25,548,1
26,569,1
27,589,1
28,619,1
29,641,1
30,664,1
31,683,1
32,714,1
33,735,1
34,747,1
35,763,1
36,775,1
37,791,1
38,806,1
39,824,1
40,839,1
41,848,1
42,867,1
43,876,1
44,888,1
45,898,1
46,906,1
47,913,1
48,915,1
49,922,1
0,98,2
1,108,2
2,125,2
3,138,2
4,154,2
5,164,2
6,183,2
7,198,2
8,213,2
9,224,2
10,233,2
11,253,2
12,265,2
13,274,2
14,291,2
15,304,2
16,314,2
17,334,2
18,352,2
19,377,2
20,400,2
21,422,2
22,447,2
23,468,2
24,481,2
25,507,2
26,525,2
27,541,2
28,562,2
29,579,2
30,605,2
31,626,2
32,650,2
33,673,2
34,688,2
35,705,2
36,722,2
37,730,2
38,743,2
39,759,2
40,770,2
41,789,2
42,803,2
43,813,2
44,829,2
45,840,2
46,847,2
47,861,2
48,868,2
49,875,2
0,98,3
1,115,3
2,123,3
3,134,3
4,146,3
5,156,3
6,169,3
7,182,3
8,196,3
9,209,3
10,234,3
11,248,3
12,263,3
13,278,3
14,291,3
15,308,3
16,334,3
17,358,3
18,377,3
19,394,3
20,422,3
21,440,3
22,458,3
23,484,3
24,516,3
25,547,3
26,571,3
27,593,3
28,622,3
29,643,3
30,667,3
31,684,3
32,701,3
33,715,3
34,736,3
35,753,3
36,767,3
37,782,3
38,799,3
39,808,3
40,828,3
41,840,3
42,861,3
43,870,3
44,882,3
45,888,3
46,901,3
47,908,3
48,916,3
49,923,3
0,98,4
1,111,4
2,121,4
3,140,4
4,151,4
5,164,4
6,186,4
7,198,4
8,217,4
9,232,4
10,254,4
11,269,4
12,288,4
13,303,4
14,324,4
15,350,4
16,374,4
17,390,4
18,414,4
19,430,4
20,461,4
21,483,4
22,501,4
23,523,4
24,538,4
25,571,4
26,602,4
27,622,4
28,636,4
29,656,4
30,673,4
31,693,4
32,714,4
33,731,4
34,751,4
35,770,4
36,802,4
37,822,4
38,834,4
39,845,4
40,851,4
41,859,4
42,868,4
43,881,4
44,895,4
45,902,4
46,914,4
47,920,4
48,927,4
49,933,4
0,98,5
1,116,5
2,130,5
3,144,5
4,146,5
5,154,5
6,169,5
7,188,5
8,208,5
9,223,5
10,243,5
11,257,5
12,274,5
13,292,5
14,317,5
15,330,5
16,352,5
17,387,5
18,404,5
19,426,5
20,452,5
21,473,5
22,492,5
23,520,5
24,542,5
25,562,5
26,573,5
27,598,5
28,623,5
29,646,5
30,678,5
31,699,5
32,718,5
33,736,5
34,751,5
35,764,5
36,781,5
37,803,5
38,816,5
39,827,5
40,838,5
41,847,5
42,862,5
43,876,5
44,888,5
45,897,5
46,903,5
47,912,5
48,918,5
49,925,5
0,98,6
1,110,6
2,119,6
3,130,6
4,142,6
5,165,6
6,174,6
7,191,6
8,203,6
9,225,6
10,249,6
11,270,6
12,297,6
13,321,6
14,342,6
15,359,6
16,380,6
17,403,6
18,427,6
19,454,6
20,474,6
21,504,6
22,528,6
23,542,6
24,570,6
25,596,6
26,613,6
27,637,6
28,656,6
29,684,6
30,701,6
31,718,6
32,736,6
33,756,6
34,771,6
35,786,6
36,795,6
37,810,6
38,825,6
39,837,6
40,854,6
41,860,6
42,869,6
43,875,6
44,883,6
45,892,6
46,900,6
47,907,6
48,916,6
49,920,6
0,98,7
1,113,7
2,126,7
3,137,7
4,144,7
5,156,7
6,168,7
7,180,7
8,192,7
9,211,7
10,225,7
11,241,7
12,259,7
13,282,7
14,305,7
15,320,7
16,342,7
17,359,7
18,371,7
19,393,7
20,414,7
21,432,7
22,459,7
23,478,7
24,499,7
25,518,7
26,534,7
27,560,7
28,576,7
29,598,7
30,616,7
31,634,7
32,651,7
33,667,7
34,686,7
35,706,7
36,732,7
37,743,7
38,757,7
39,772,7
40,789,7
41,803,7
42,823,7
43,835,7
44,847,7
45,863,7
46,872,7
47,881,7
48,893,7
49,903,7
0,98,8
1,111,8
2,119,8
3,137,8
4,150,8
5,164,8
6,180,8
7,191,8
8,202,8
9,221,8
10,237,8
11,249,8
12,260,8
13,274,8
14,289,8
15,312,8
16,330,8
17,354,8
18,372,8
19,395,8
20,416,8
21,436,8
22,454,8
23,473,8
24,505,8
25,524,8
26,540,8
27,564,8
28,586,8
29,608,8
30,628,8
31,655,8
32,674,8
33,690,8
34,711,8
35,735,8
36,749,8
37,761,8
38,775,8
39,789,8
40,802,8
41,810,8
42,827,8
43,840,8
44,853,8
45,863,8
46,878,8
47,886,8
48,897,8
49,907,8
0,98,9
1,110,9
2,118,9
3,128,9
4,145,9
5,161,9
6,171,9
7,182,9
8,197,9
9,217,9
10,234,9
11,257,9
12,283,9
13,295,9
14,312,9
15,330,9
16,353,9
17,378,9
18,401,9
19,417,9
20,436,9
21,458,9
22,482,9
23,504,9
24,531,9
25,551,9
26,582,9
27,602,9
28,633,9
29,651,9
30,673,9
31,693,9
32,707,9
33,722,9
34,740,9
35,754,9
36,767,9
37,781,9
38,792,9
39,806,9
40,825,9
41,836,9
42,848,9
43,856,9
44,878,9
45,889,9
46,897,9
47,908,9
48,912,9
49,922,9
0,98,10
1,111,10
2,122,10
3,139,10
4,155,10
5,178,10
6,190,10
7,204,10
8,225,10
9,245,10
10,267,10
11,282,10
12,299,10
13,320,10
14,345,10
15,368,10
16,395,10
17,408,10
18,425,10
19,447,10
20,470,10
21,488,10
22,515,10
23,543,10
24,560,10
25,582,10
26,613,10
27,631,10
28,656,10
29,677,10
30,697,10
31,718,10
32,739,10
33,753,10
34,763,10
35,782,10
36,793,10
37,801,10
38,809,10
39,824,10
40,842,10
41,860,10
42,866,10
43,883,10
44,890,10
45,905,10
46,909,10
47,921,10
48,928,10
49,938,10
0,98,11
1,103,11
2,114,11
3,123,11
4,132,11
5,144,11
6,154,11
7,170,11
8,182,11
9,203,11
10,221,11
11,237,11
12,256,11
13,276,11
14,290,11
15,311,11
16,332,11
17,351,11
18,370,11
19,387,11
20,410,11
21,432,11
22,453,11
23,470,11
24,490,11
25,518,11
26,543,11
27,562,11
28,583,11
29,601,11
30,623,11
31,634,11
